2025-04-08 19:35:28,384 - Threat Detected: {'timestamp': 1744121128.3709037, 'source_ip': '192.168.1.238', 'dest_ip': '10.0.0.186', 'packet_size': 1139, 'protocol': 0, 'flag': 1, 'payload': 0.9665912430315104}
2025-04-08 19:40:15,751 - Threat Detected: {'timestamp': 1744121415.7375395, 'source_ip': '192.168.1.62', 'dest_ip': '10.0.0.11', 'packet_size': 722, 'protocol': 1, 'flag': 1, 'payload': 0.8104782355715927}
2025-04-08 19:40:16,438 - Threat Detected: {'timestamp': 1744121416.4164553, 'source_ip': '192.168.1.4', 'dest_ip': '10.0.0.46', 'packet_size': 468, 'protocol': 0, 'flag': 1, 'payload': 0.5251194177825941}
2025-04-08 19:40:16,899 - Threat Detected: {'timestamp': 1744121416.885513, 'source_ip': '192.168.1.87', 'dest_ip': '10.0.0.172', 'packet_size': 1445, 'protocol': 1, 'flag': 0, 'payload': 0.9788586438981371}
2025-04-08 19:40:16,951 - Threat Detected: {'timestamp': 1744121416.938878, 'source_ip': '192.168.1.13', 'dest_ip': '10.0.0.188', 'packet_size': 993, 'protocol': 0, 'flag': 1, 'payload': 0.8512288574024481}
2025-04-08 19:40:17,414 - Threat Detected: {'timestamp': 1744121417.400563, 'source_ip': '192.168.1.115', 'dest_ip': '10.0.0.228', 'packet_size': 484, 'protocol': 0, 'flag': 1, 'payload': 0.7357054962603571}
2025-04-08 19:40:17,811 - Threat Detected: {'timestamp': 1744121417.7974846, 'source_ip': '192.168.1.78', 'dest_ip': '10.0.0.181', 'packet_size': 1213, 'protocol': 0, 'flag': 0, 'payload': 0.7143502029234594}
2025-04-08 19:40:19,530 - Threat Detected: {'timestamp': 1744121419.516255, 'source_ip': '192.168.1.129', 'dest_ip': '10.0.0.153', 'packet_size': 870, 'protocol': 0, 'flag': 0, 'payload': 0.7718778926668216}
2025-04-08 19:40:19,977 - Threat Detected: {'timestamp': 1744121419.96073, 'source_ip': '192.168.1.203', 'dest_ip': '10.0.0.179', 'packet_size': 742, 'protocol': 0, 'flag': 1, 'payload': 0.766878838743082}
2025-04-08 19:40:20,387 - Threat Detected: {'timestamp': 1744121420.3743575, 'source_ip': '192.168.1.179', 'dest_ip': '10.0.0.44', 'packet_size': 450, 'protocol': 0, 'flag': 0, 'payload': 0.7480308543483389}
2025-04-08 19:40:20,485 - Threat Detected: {'timestamp': 1744121420.479022, 'source_ip': '192.168.1.40', 'dest_ip': '10.0.0.219', 'packet_size': 606, 'protocol': 0, 'flag': 1, 'payload': 0.5697945203984212}
2025-04-08 19:40:20,560 - Threat Detected: {'timestamp': 1744121420.544073, 'source_ip': '192.168.1.108', 'dest_ip': '10.0.0.146', 'packet_size': 1122, 'protocol': 0, 'flag': 1, 'payload': 0.5644535662213369}
2025-04-08 19:40:20,901 - Threat Detected: {'timestamp': 1744121420.887838, 'source_ip': '192.168.1.150', 'dest_ip': '10.0.0.85', 'packet_size': 619, 'protocol': 0, 'flag': 1, 'payload': 0.7176506629722033}
2025-04-08 19:40:21,000 - Threat Detected: {'timestamp': 1744121420.9868915, 'source_ip': '192.168.1.193', 'dest_ip': '10.0.0.143', 'packet_size': 1045, 'protocol': 0, 'flag': 0, 'payload': 0.8877551419322103}
2025-04-08 19:40:22,445 - Threat Detected: {'timestamp': 1744121422.4319336, 'source_ip': '192.168.1.9', 'dest_ip': '10.0.0.189', 'packet_size': 786, 'protocol': 0, 'flag': 1, 'payload': 0.7665511263088676}
2025-04-08 19:40:22,544 - Threat Detected: {'timestamp': 1744121422.5305645, 'source_ip': '192.168.1.239', 'dest_ip': '10.0.0.53', 'packet_size': 354, 'protocol': 0, 'flag': 0, 'payload': 0.9535879395620432}
2025-04-08 19:40:22,623 - Threat Detected: {'timestamp': 1744121422.6051269, 'source_ip': '192.168.1.193', 'dest_ip': '10.0.0.156', 'packet_size': 788, 'protocol': 0, 'flag': 0, 'payload': 0.904854643492833}
2025-04-08 19:40:23,475 - Threat Detected: {'timestamp': 1744121423.4604464, 'source_ip': '192.168.1.47', 'dest_ip': '10.0.0.215', 'packet_size': 964, 'protocol': 0, 'flag': 0, 'payload': 0.8585049442422442}
2025-04-08 19:40:23,651 - Threat Detected: {'timestamp': 1744121423.6382487, 'source_ip': '192.168.1.61', 'dest_ip': '10.0.0.124', 'packet_size': 904, 'protocol': 0, 'flag': 1, 'payload': 0.7453338860469714}
2025-04-08 19:40:25,197 - Threat Detected: {'timestamp': 1744121425.1782112, 'source_ip': '192.168.1.18', 'dest_ip': '10.0.0.5', 'packet_size': 655, 'protocol': 0, 'flag': 1, 'payload': 0.9499963198598675}
2025-04-08 19:40:25,543 - Threat Detected: {'timestamp': 1744121425.526814, 'source_ip': '192.168.1.145', 'dest_ip': '10.0.0.16', 'packet_size': 1037, 'protocol': 0, 'flag': 1, 'payload': 0.7093948736827356}
2025-04-08 19:40:25,646 - Threat Detected: {'timestamp': 1744121425.6326528, 'source_ip': '192.168.1.42', 'dest_ip': '10.0.0.178', 'packet_size': 1333, 'protocol': 0, 'flag': 1, 'payload': 0.5222604245787814}
2025-04-08 19:40:26,161 - Threat Detected: {'timestamp': 1744121426.1473682, 'source_ip': '192.168.1.218', 'dest_ip': '10.0.0.222', 'packet_size': 714, 'protocol': 1, 'flag': 1, 'payload': 0.7327240094716739}
2025-04-08 19:40:26,223 - Threat Detected: {'timestamp': 1744121426.2099466, 'source_ip': '192.168.1.43', 'dest_ip': '10.0.0.25', 'packet_size': 1261, 'protocol': 0, 'flag': 1, 'payload': 0.8757051374412858}
2025-04-08 19:40:27,252 - Threat Detected: {'timestamp': 1744121427.2394042, 'source_ip': '192.168.1.108', 'dest_ip': '10.0.0.228', 'packet_size': 503, 'protocol': 0, 'flag': 1, 'payload': 0.6880699812841096}
2025-04-08 19:40:27,766 - Threat Detected: {'timestamp': 1744121427.753596, 'source_ip': '192.168.1.112', 'dest_ip': '10.0.0.156', 'packet_size': 1002, 'protocol': 1, 'flag': 1, 'payload': 0.8063788386665831}
2025-04-08 19:40:28,224 - Threat Detected: {'timestamp': 1744121428.2100532, 'source_ip': '192.168.1.139', 'dest_ip': '10.0.0.195', 'packet_size': 829, 'protocol': 0, 'flag': 1, 'payload': 0.6369275800609657}
2025-04-08 19:40:28,624 - Threat Detected: {'timestamp': 1744121428.6075943, 'source_ip': '192.168.1.254', 'dest_ip': '10.0.0.250', 'packet_size': 534, 'protocol': 1, 'flag': 0, 'payload': 0.7339306704529005}
2025-04-08 19:40:30,175 - Threat Detected: {'timestamp': 1744121430.162716, 'source_ip': '192.168.1.195', 'dest_ip': '10.0.0.100', 'packet_size': 926, 'protocol': 0, 'flag': 1, 'payload': 0.6180680424698998}
2025-04-08 19:40:30,279 - Threat Detected: {'timestamp': 1744121430.266282, 'source_ip': '192.168.1.104', 'dest_ip': '10.0.0.42', 'packet_size': 363, 'protocol': 0, 'flag': 1, 'payload': 0.6169979528614499}
2025-04-08 19:40:32,337 - Threat Detected: {'timestamp': 1744121432.3229969, 'source_ip': '192.168.1.236', 'dest_ip': '10.0.0.135', 'packet_size': 927, 'protocol': 0, 'flag': 1, 'payload': 0.9583255928607459}
2025-04-08 19:40:33,426 - Threat Detected: {'timestamp': 1744121433.4081457, 'source_ip': '192.168.1.244', 'dest_ip': '10.0.0.134', 'packet_size': 1193, 'protocol': 1, 'flag': 1, 'payload': 0.7957017013997495}
2025-04-08 19:40:34,456 - Threat Detected: {'timestamp': 1744121434.4408884, 'source_ip': '192.168.1.142', 'dest_ip': '10.0.0.218', 'packet_size': 477, 'protocol': 1, 'flag': 1, 'payload': 0.7273300087017103}
2025-04-08 19:40:34,976 - Threat Detected: {'timestamp': 1744121434.9574406, 'source_ip': '192.168.1.169', 'dest_ip': '10.0.0.122', 'packet_size': 875, 'protocol': 0, 'flag': 1, 'payload': 0.8927107825598514}
2025-04-08 19:40:35,837 - Threat Detected: {'timestamp': 1744121435.8244152, 'source_ip': '192.168.1.196', 'dest_ip': '10.0.0.76', 'packet_size': 725, 'protocol': 1, 'flag': 0, 'payload': 0.852697680191661}
2025-04-08 19:40:36,007 - Threat Detected: {'timestamp': 1744121435.9918947, 'source_ip': '192.168.1.132', 'dest_ip': '10.0.0.245', 'packet_size': 819, 'protocol': 0, 'flag': 0, 'payload': 0.9137313614093985}
2025-04-08 19:40:36,464 - Threat Detected: {'timestamp': 1744121436.4477518, 'source_ip': '192.168.1.82', 'dest_ip': '10.0.0.187', 'packet_size': 1444, 'protocol': 0, 'flag': 1, 'payload': 0.6974536910995391}
2025-04-08 19:40:37,548 - Threat Detected: {'timestamp': 1744121437.531852, 'source_ip': '192.168.1.23', 'dest_ip': '10.0.0.168', 'packet_size': 484, 'protocol': 0, 'flag': 1, 'payload': 0.5314700135144541}
2025-04-08 19:40:37,896 - Threat Detected: {'timestamp': 1744121437.887464, 'source_ip': '192.168.1.131', 'dest_ip': '10.0.0.208', 'packet_size': 786, 'protocol': 0, 'flag': 1, 'payload': 0.739132771513066}
2025-04-08 19:40:39,439 - Threat Detected: {'timestamp': 1744121439.4264617, 'source_ip': '192.168.1.197', 'dest_ip': '10.0.0.71', 'packet_size': 741, 'protocol': 0, 'flag': 1, 'payload': 0.6998158434820364}
2025-04-08 19:40:39,556 - Threat Detected: {'timestamp': 1744121439.5424798, 'source_ip': '192.168.1.240', 'dest_ip': '10.0.0.31', 'packet_size': 688, 'protocol': 1, 'flag': 1, 'payload': 0.9715105600889994}
2025-04-08 19:40:39,606 - Threat Detected: {'timestamp': 1744121439.5938065, 'source_ip': '192.168.1.159', 'dest_ip': '10.0.0.189', 'packet_size': 823, 'protocol': 1, 'flag': 0, 'payload': 0.887613662588213}
2025-04-08 19:40:42,636 - Threat Detected: {'timestamp': 1744121442.6203833, 'source_ip': '192.168.1.136', 'dest_ip': '10.0.0.76', 'packet_size': 1072, 'protocol': 1, 'flag': 0, 'payload': 0.7843704654995748}
2025-04-08 19:40:43,057 - Threat Detected: {'timestamp': 1744121443.0409553, 'source_ip': '192.168.1.99', 'dest_ip': '10.0.0.2', 'packet_size': 915, 'protocol': 1, 'flag': 0, 'payload': 0.7898517359387379}
2025-04-08 19:40:43,737 - Threat Detected: {'timestamp': 1744121443.7124147, 'source_ip': '192.168.1.101', 'dest_ip': '10.0.0.73', 'packet_size': 650, 'protocol': 0, 'flag': 0, 'payload': 0.9795073976949382}
2025-04-08 19:40:44,086 - Threat Detected: {'timestamp': 1744121444.0769722, 'source_ip': '192.168.1.189', 'dest_ip': '10.0.0.93', 'packet_size': 1375, 'protocol': 1, 'flag': 0, 'payload': 0.9768576224171098}
2025-04-08 19:40:44,256 - Threat Detected: {'timestamp': 1744121444.2378054, 'source_ip': '192.168.1.71', 'dest_ip': '10.0.0.115', 'packet_size': 1298, 'protocol': 0, 'flag': 1, 'payload': 0.6474258448837714}
2025-04-08 19:40:44,697 - Threat Detected: {'timestamp': 1744121444.6822264, 'source_ip': '192.168.1.91', 'dest_ip': '10.0.0.22', 'packet_size': 660, 'protocol': 0, 'flag': 1, 'payload': 0.9244061797756811}
2025-04-08 19:40:44,772 - Threat Detected: {'timestamp': 1744121444.7578933, 'source_ip': '192.168.1.83', 'dest_ip': '10.0.0.116', 'packet_size': 607, 'protocol': 1, 'flag': 0, 'payload': 0.9701751681158607}
2025-04-08 19:40:45,206 - Threat Detected: {'timestamp': 1744121445.197694, 'source_ip': '192.168.1.141', 'dest_ip': '10.0.0.127', 'packet_size': 632, 'protocol': 1, 'flag': 1, 'payload': 0.851186333581127}
2025-04-08 19:40:45,640 - Threat Detected: {'timestamp': 1744121445.6180315, 'source_ip': '192.168.1.18', 'dest_ip': '10.0.0.231', 'packet_size': 1028, 'protocol': 1, 'flag': 0, 'payload': 0.9254278783296493}
2025-04-08 19:40:46,155 - Threat Detected: {'timestamp': 1744121446.14134, 'source_ip': '192.168.1.32', 'dest_ip': '10.0.0.121', 'packet_size': 811, 'protocol': 0, 'flag': 1, 'payload': 0.7125900152712782}
2025-04-08 19:40:46,227 - Threat Detected: {'timestamp': 1744121446.214623, 'source_ip': '192.168.1.221', 'dest_ip': '10.0.0.139', 'packet_size': 1405, 'protocol': 0, 'flag': 1, 'payload': 0.9856977417824013}
2025-04-08 19:40:46,829 - Threat Detected: {'timestamp': 1744121446.8163924, 'source_ip': '192.168.1.158', 'dest_ip': '10.0.0.119', 'packet_size': 1324, 'protocol': 0, 'flag': 1, 'payload': 0.9590536906115069}
2025-04-08 19:40:47,256 - Threat Detected: {'timestamp': 1744121447.2436807, 'source_ip': '192.168.1.1', 'dest_ip': '10.0.0.161', 'packet_size': 555, 'protocol': 1, 'flag': 0, 'payload': 0.8062379809646155}
2025-04-08 19:40:47,347 - Threat Detected: {'timestamp': 1744121447.330451, 'source_ip': '192.168.1.229', 'dest_ip': '10.0.0.225', 'packet_size': 734, 'protocol': 0, 'flag': 0, 'payload': 0.7319561159923333}
2025-04-08 19:40:47,702 - Threat Detected: {'timestamp': 1744121447.688988, 'source_ip': '192.168.1.104', 'dest_ip': '10.0.0.136', 'packet_size': 685, 'protocol': 0, 'flag': 0, 'payload': 0.8832776140146212}
2025-04-08 19:40:48,801 - Threat Detected: {'timestamp': 1744121448.7880342, 'source_ip': '192.168.1.117', 'dest_ip': '10.0.0.52', 'packet_size': 724, 'protocol': 0, 'flag': 1, 'payload': 0.6766513032373613}
2025-04-08 19:40:49,831 - Threat Detected: {'timestamp': 1744121449.8196678, 'source_ip': '192.168.1.43', 'dest_ip': '10.0.0.202', 'packet_size': 756, 'protocol': 0, 'flag': 1, 'payload': 0.905028995511897}
2025-04-08 19:40:51,314 - Threat Detected: {'timestamp': 1744121451.2968643, 'source_ip': '192.168.1.26', 'dest_ip': '10.0.0.222', 'packet_size': 421, 'protocol': 0, 'flag': 0, 'payload': 0.966808945789258}
2025-04-08 19:40:52,488 - Threat Detected: {'timestamp': 1744121452.4746878, 'source_ip': '192.168.1.222', 'dest_ip': '10.0.0.45', 'packet_size': 686, 'protocol': 1, 'flag': 0, 'payload': 0.8948321914239656}
2025-04-08 19:40:52,863 - Threat Detected: {'timestamp': 1744121452.8486369, 'source_ip': '192.168.1.50', 'dest_ip': '10.0.0.41', 'packet_size': 939, 'protocol': 1, 'flag': 0, 'payload': 0.8551515985425451}
2025-04-08 19:40:53,378 - Threat Detected: {'timestamp': 1744121453.364584, 'source_ip': '192.168.1.23', 'dest_ip': '10.0.0.173', 'packet_size': 641, 'protocol': 1, 'flag': 0, 'payload': 0.9759953525370739}
2025-04-08 19:40:53,514 - Threat Detected: {'timestamp': 1744121453.5054274, 'source_ip': '192.168.1.150', 'dest_ip': '10.0.0.186', 'packet_size': 511, 'protocol': 1, 'flag': 1, 'payload': 0.9420483854291755}
2025-04-08 19:40:53,888 - Threat Detected: {'timestamp': 1744121453.8795276, 'source_ip': '192.168.1.192', 'dest_ip': '10.0.0.153', 'packet_size': 662, 'protocol': 0, 'flag': 1, 'payload': 0.8931846773771228}
2025-04-08 19:40:54,538 - Threat Detected: {'timestamp': 1744121454.525308, 'source_ip': '192.168.1.225', 'dest_ip': '10.0.0.158', 'packet_size': 1216, 'protocol': 0, 'flag': 0, 'payload': 0.8150473506595449}
2025-04-08 19:40:55,567 - Threat Detected: {'timestamp': 1744121455.5540679, 'source_ip': '192.168.1.71', 'dest_ip': '10.0.0.150', 'packet_size': 1212, 'protocol': 0, 'flag': 1, 'payload': 0.5698139226524718}
2025-04-08 19:40:55,940 - Threat Detected: {'timestamp': 1744121455.9266834, 'source_ip': '192.168.1.37', 'dest_ip': '10.0.0.63', 'packet_size': 1047, 'protocol': 1, 'flag': 0, 'payload': 0.7031185918976217}
2025-04-08 19:40:57,044 - Threat Detected: {'timestamp': 1744121457.0275722, 'source_ip': '192.168.1.124', 'dest_ip': '10.0.0.33', 'packet_size': 794, 'protocol': 0, 'flag': 1, 'payload': 0.6524836154566095}
2025-04-08 19:40:57,485 - Threat Detected: {'timestamp': 1744121457.472658, 'source_ip': '192.168.1.39', 'dest_ip': '10.0.0.71', 'packet_size': 423, 'protocol': 1, 'flag': 1, 'payload': 0.7982837878997653}
2025-04-08 19:40:57,558 - Threat Detected: {'timestamp': 1744121457.5453908, 'source_ip': '192.168.1.188', 'dest_ip': '10.0.0.21', 'packet_size': 1187, 'protocol': 1, 'flag': 1, 'payload': 0.7152162276954637}
2025-04-08 19:41:00,143 - Threat Detected: {'timestamp': 1744121460.1210358, 'source_ip': '192.168.1.218', 'dest_ip': '10.0.0.80', 'packet_size': 861, 'protocol': 1, 'flag': 0, 'payload': 0.7090291451233881}
2025-04-08 19:41:00,714 - Threat Detected: {'timestamp': 1744121460.7021968, 'source_ip': '192.168.1.106', 'dest_ip': '10.0.0.249', 'packet_size': 373, 'protocol': 0, 'flag': 0, 'payload': 0.866439440346486}
2025-04-08 19:41:01,742 - Threat Detected: {'timestamp': 1744121461.7289824, 'source_ip': '192.168.1.252', 'dest_ip': '10.0.0.19', 'packet_size': 1198, 'protocol': 0, 'flag': 0, 'payload': 0.995271032600533}
2025-04-08 19:41:02,644 - Threat Detected: {'timestamp': 1744121462.6310265, 'source_ip': '192.168.1.1', 'dest_ip': '10.0.0.176', 'packet_size': 1448, 'protocol': 1, 'flag': 0, 'payload': 0.9634691535099786}
2025-04-08 19:41:03,230 - Threat Detected: {'timestamp': 1744121463.21697, 'source_ip': '192.168.1.109', 'dest_ip': '10.0.0.221', 'packet_size': 419, 'protocol': 0, 'flag': 1, 'payload': 0.8310240266067789}
2025-04-08 19:41:04,828 - Threat Detected: {'timestamp': 1744121464.8154213, 'source_ip': '192.168.1.232', 'dest_ip': '10.0.0.233', 'packet_size': 1428, 'protocol': 0, 'flag': 1, 'payload': 0.9514894152027392}
2025-04-08 19:41:05,285 - Threat Detected: {'timestamp': 1744121465.2768354, 'source_ip': '192.168.1.171', 'dest_ip': '10.0.0.11', 'packet_size': 1239, 'protocol': 0, 'flag': 1, 'payload': 0.7293423739015816}
2025-04-08 19:41:05,345 - Threat Detected: {'timestamp': 1744121465.330099, 'source_ip': '192.168.1.184', 'dest_ip': '10.0.0.70', 'packet_size': 1249, 'protocol': 1, 'flag': 0, 'payload': 0.8655239505480921}
2025-04-08 19:41:06,821 - Threat Detected: {'timestamp': 1744121466.8148518, 'source_ip': '192.168.1.132', 'dest_ip': '10.0.0.204', 'packet_size': 759, 'protocol': 1, 'flag': 1, 'payload': 0.846754655609515}
2025-04-08 19:41:07,331 - Threat Detected: {'timestamp': 1744121467.3227813, 'source_ip': '192.168.1.124', 'dest_ip': '10.0.0.168', 'packet_size': 1368, 'protocol': 0, 'flag': 1, 'payload': 0.805691985061392}
2025-04-08 19:41:07,404 - Threat Detected: {'timestamp': 1744121467.3915496, 'source_ip': '192.168.1.144', 'dest_ip': '10.0.0.94', 'packet_size': 1194, 'protocol': 1, 'flag': 0, 'payload': 0.708102416057962}
2025-04-08 19:41:08,957 - Threat Detected: {'timestamp': 1744121468.932785, 'source_ip': '192.168.1.39', 'dest_ip': '10.0.0.171', 'packet_size': 1154, 'protocol': 1, 'flag': 0, 'payload': 0.8635381126513659}
2025-04-08 19:41:09,873 - Threat Detected: {'timestamp': 1744121469.8591752, 'source_ip': '192.168.1.178', 'dest_ip': '10.0.0.23', 'packet_size': 494, 'protocol': 1, 'flag': 0, 'payload': 0.7033868964871673}
2025-04-08 19:41:10,950 - Threat Detected: {'timestamp': 1744121470.9363966, 'source_ip': '192.168.1.159', 'dest_ip': '10.0.0.66', 'packet_size': 673, 'protocol': 0, 'flag': 1, 'payload': 0.8998531983513418}
2025-04-08 19:41:11,033 - Threat Detected: {'timestamp': 1744121471.0146043, 'source_ip': '192.168.1.24', 'dest_ip': '10.0.0.179', 'packet_size': 863, 'protocol': 1, 'flag': 1, 'payload': 0.9100369933387897}
2025-04-08 19:41:11,946 - Threat Detected: {'timestamp': 1744121471.9321563, 'source_ip': '192.168.1.115', 'dest_ip': '10.0.0.39', 'packet_size': 1334, 'protocol': 0, 'flag': 1, 'payload': 0.6095232730901023}
2025-04-08 19:41:12,067 - Threat Detected: {'timestamp': 1744121472.0535603, 'source_ip': '192.168.1.123', 'dest_ip': '10.0.0.93', 'packet_size': 1352, 'protocol': 0, 'flag': 0, 'payload': 0.9315913969889905}
2025-04-08 19:41:12,980 - Threat Detected: {'timestamp': 1744121472.9663785, 'source_ip': '192.168.1.154', 'dest_ip': '10.0.0.63', 'packet_size': 442, 'protocol': 1, 'flag': 1, 'payload': 0.7608097940223624}
2025-04-08 19:41:13,011 - Threat Detected: {'timestamp': 1744121472.9946656, 'source_ip': '192.168.1.58', 'dest_ip': '10.0.0.115', 'packet_size': 973, 'protocol': 1, 'flag': 0, 'payload': 0.7714031522422926}
2025-04-08 19:41:13,495 - Threat Detected: {'timestamp': 1744121473.4809825, 'source_ip': '192.168.1.245', 'dest_ip': '10.0.0.73', 'packet_size': 581, 'protocol': 1, 'flag': 1, 'payload': 0.7219353570709687}
2025-04-08 19:41:13,525 - Threat Detected: {'timestamp': 1744121473.5124538, 'source_ip': '192.168.1.171', 'dest_ip': '10.0.0.41', 'packet_size': 462, 'protocol': 1, 'flag': 1, 'payload': 0.872047974725381}
2025-04-08 19:41:14,039 - Threat Detected: {'timestamp': 1744121474.026277, 'source_ip': '192.168.1.91', 'dest_ip': '10.0.0.66', 'packet_size': 1275, 'protocol': 1, 'flag': 1, 'payload': 0.8147261474765759}
2025-04-08 19:41:14,528 - Threat Detected: {'timestamp': 1744121474.5078561, 'source_ip': '192.168.1.160', 'dest_ip': '10.0.0.182', 'packet_size': 896, 'protocol': 0, 'flag': 1, 'payload': 0.5708575683116814}
2025-04-08 19:41:17,102 - Threat Detected: {'timestamp': 1744121477.0880568, 'source_ip': '192.168.1.103', 'dest_ip': '10.0.0.137', 'packet_size': 1465, 'protocol': 0, 'flag': 1, 'payload': 0.9389104666764879}
2025-04-08 19:41:17,652 - Threat Detected: {'timestamp': 1744121477.6393523, 'source_ip': '192.168.1.33', 'dest_ip': '10.0.0.32', 'packet_size': 1270, 'protocol': 1, 'flag': 1, 'payload': 0.8529070159054437}
2025-04-08 19:41:17,727 - Threat Detected: {'timestamp': 1744121477.715525, 'source_ip': '192.168.1.12', 'dest_ip': '10.0.0.250', 'packet_size': 358, 'protocol': 0, 'flag': 1, 'payload': 0.6766360320048136}
2025-04-08 19:41:18,166 - Threat Detected: {'timestamp': 1744121478.1535823, 'source_ip': '192.168.1.147', 'dest_ip': '10.0.0.57', 'packet_size': 555, 'protocol': 1, 'flag': 0, 'payload': 0.774774313766316}
2025-04-08 19:41:18,681 - Threat Detected: {'timestamp': 1744121478.668117, 'source_ip': '192.168.1.35', 'dest_ip': '10.0.0.41', 'packet_size': 1240, 'protocol': 1, 'flag': 0, 'payload': 0.801708420824368}
2025-04-08 19:41:19,275 - Threat Detected: {'timestamp': 1744121479.2616823, 'source_ip': '192.168.1.11', 'dest_ip': '10.0.0.241', 'packet_size': 1207, 'protocol': 1, 'flag': 1, 'payload': 0.8290480559524486}
2025-04-08 19:41:20,175 - Threat Detected: {'timestamp': 1744121480.166244, 'source_ip': '192.168.1.215', 'dest_ip': '10.0.0.46', 'packet_size': 755, 'protocol': 0, 'flag': 1, 'payload': 0.5989500206171124}
2025-04-08 19:41:20,224 - Threat Detected: {'timestamp': 1744121480.2100332, 'source_ip': '192.168.1.236', 'dest_ip': '10.0.0.115', 'packet_size': 788, 'protocol': 1, 'flag': 0, 'payload': 0.8751120407165253}
2025-04-08 19:41:20,689 - Threat Detected: {'timestamp': 1744121480.6766646, 'source_ip': '192.168.1.69', 'dest_ip': '10.0.0.1', 'packet_size': 1316, 'protocol': 0, 'flag': 0, 'payload': 0.8987088178136307}
2025-04-08 19:41:20,741 - Threat Detected: {'timestamp': 1744121480.7253284, 'source_ip': '192.168.1.36', 'dest_ip': '10.0.0.74', 'packet_size': 800, 'protocol': 0, 'flag': 0, 'payload': 0.7503300633175777}
2025-04-08 19:41:21,717 - Threat Detected: {'timestamp': 1744121481.7033439, 'source_ip': '192.168.1.45', 'dest_ip': '10.0.0.98', 'packet_size': 1184, 'protocol': 0, 'flag': 1, 'payload': 0.7770477421949511}
2025-04-08 19:41:22,362 - Threat Detected: {'timestamp': 1744121482.3548105, 'source_ip': '192.168.1.188', 'dest_ip': '10.0.0.198', 'packet_size': 698, 'protocol': 1, 'flag': 0, 'payload': 0.8257598217604661}
2025-04-08 19:41:23,306 - Threat Detected: {'timestamp': 1744121483.2988439, 'source_ip': '192.168.1.130', 'dest_ip': '10.0.0.235', 'packet_size': 1313, 'protocol': 0, 'flag': 1, 'payload': 0.7465868787895866}
2025-04-08 19:41:23,390 - Threat Detected: {'timestamp': 1744121483.3768806, 'source_ip': '192.168.1.194', 'dest_ip': '10.0.0.179', 'packet_size': 1032, 'protocol': 0, 'flag': 1, 'payload': 0.6853729920116565}
2025-04-08 19:41:23,786 - Threat Detected: {'timestamp': 1744121483.7690008, 'source_ip': '192.168.1.78', 'dest_ip': '10.0.0.164', 'packet_size': 819, 'protocol': 1, 'flag': 0, 'payload': 0.7200942711310782}
2025-04-08 19:41:23,820 - Threat Detected: {'timestamp': 1744121483.8078513, 'source_ip': '192.168.1.56', 'dest_ip': '10.0.0.139', 'packet_size': 652, 'protocol': 0, 'flag': 0, 'payload': 0.9840825137815306}
2025-04-08 19:41:25,371 - Threat Detected: {'timestamp': 1744121485.348064, 'source_ip': '192.168.1.49', 'dest_ip': '10.0.0.64', 'packet_size': 1098, 'protocol': 1, 'flag': 0, 'payload': 0.9675831871037088}
2025-04-08 19:41:25,961 - Threat Detected: {'timestamp': 1744121485.946942, 'source_ip': '192.168.1.32', 'dest_ip': '10.0.0.61', 'packet_size': 1048, 'protocol': 0, 'flag': 1, 'payload': 0.9678276914840592}
2025-04-08 19:41:26,362 - Threat Detected: {'timestamp': 1744121486.3505673, 'source_ip': '192.168.1.102', 'dest_ip': '10.0.0.86', 'packet_size': 451, 'protocol': 1, 'flag': 1, 'payload': 0.78055486036607}
2025-04-08 19:41:26,477 - Threat Detected: {'timestamp': 1744121486.4626327, 'source_ip': '192.168.1.141', 'dest_ip': '10.0.0.170', 'packet_size': 646, 'protocol': 0, 'flag': 0, 'payload': 0.7147663705032741}
2025-04-08 19:41:27,395 - Threat Detected: {'timestamp': 1744121487.3816156, 'source_ip': '192.168.1.64', 'dest_ip': '10.0.0.153', 'packet_size': 390, 'protocol': 0, 'flag': 1, 'payload': 0.9680748731867832}
2025-04-08 19:41:28,041 - Threat Detected: {'timestamp': 1744121488.0274258, 'source_ip': '192.168.1.32', 'dest_ip': '10.0.0.152', 'packet_size': 790, 'protocol': 1, 'flag': 1, 'payload': 0.8637899708301914}
2025-04-08 19:41:28,942 - Threat Detected: {'timestamp': 1744121488.9282868, 'source_ip': '192.168.1.236', 'dest_ip': '10.0.0.128', 'packet_size': 742, 'protocol': 0, 'flag': 1, 'payload': 0.8001663588702654}
2025-04-08 19:41:30,098 - Threat Detected: {'timestamp': 1744121490.084598, 'source_ip': '192.168.1.100', 'dest_ip': '10.0.0.43', 'packet_size': 843, 'protocol': 0, 'flag': 0, 'payload': 0.8340042425807583}
2025-04-08 19:41:31,120 - Threat Detected: {'timestamp': 1744121491.1133907, 'source_ip': '192.168.1.83', 'dest_ip': '10.0.0.10', 'packet_size': 725, 'protocol': 0, 'flag': 1, 'payload': 0.5419865773816396}
2025-04-08 19:41:31,525 - Threat Detected: {'timestamp': 1744121491.5106313, 'source_ip': '192.168.1.209', 'dest_ip': '10.0.0.115', 'packet_size': 1084, 'protocol': 0, 'flag': 1, 'payload': 0.5174201888650851}
